section,orc_dash,title,ui_label,url_slug,official_url,priority,practice_areas_pipe,keywords_pipe
2950.012,2950-012,Payment of sexual offender registration fee as condition of community control sanction,ORC 2950.012: Payment of sexual offender registration fee as condition of community control sanction,payment-of-sexual-offender-registration-fee-as-condition-of-community-control-sanction-orc-2950-012,https://codes.ohio.gov/ohio-revised-code/section-2950.012,P1,Criminal Defense | Sex Crimes,Payment of sexual offender registration fee as condition of community control sanction ohio | orc 2950.012 | sex offense ohio | sex offender registration ohio
2950.02,2950-02,Exchange or release of relevant information about sexual predators and habitual sex offenders,ORC 2950.02: Exchange or release of relevant information about sexual predators and habitual sex offenders,exchange-or-release-of-relevant-information-about-sexual-predators-and-habitual-sex-offenders-orc-2950-02,https://codes.ohio.gov/ohio-revised-code/section-2950.02,P1,Criminal Defense | Sex Crimes,Exchange or release of relevant information about sexual predators and habitual sex offenders ohio | orc 2950.02 | sex offense ohio | sex offender registration ohio
2950.021,2950-021,Wrongly classified offenders,ORC 2950.021: Wrongly classified offenders,wrongly-classified-offenders-orc-2950-021,https://codes.ohio.gov/ohio-revised-code/section-2950.021,P1,Criminal Defense | Sex Crimes,Wrongly classified offenders ohio | orc 2950.021 | sex offense ohio | sex offender registration ohio
2950.03,2950-03,Notice of duty to register and periodically verify information,ORC 2950.03: Notice of duty to register and periodically verify information,notice-of-duty-to-register-and-periodically-verify-information-orc-2950-03,https://codes.ohio.gov/ohio-revised-code/section-2950.03,P1,Criminal Defense | Sex Crimes,Notice of duty to register and periodically verify information ohio | orc 2950.03 | sex offense ohio | sex offender registration ohio
2950.031,2950-031,Tier-classification of registered sex offenders,ORC 2950.031: Tier-classification of registered sex offenders,tier-classification-of-registered-sex-offenders-orc-2950-031,https://codes.ohio.gov/ohio-revised-code/section-2950.031,P1,Criminal Defense | Sex Crimes,Tier-classification of registered sex offenders ohio | orc 2950.031 | sex offense ohio | sex offender registration ohio
2950.032,2950-032,Tier-classification of incarcerated sex offenders,ORC 2950.032: Tier-classification of incarcerated sex offenders,tier-classification-of-incarcerated-sex-offenders-orc-2950-032,https://codes.ohio.gov/ohio-revised-code/section-2950.032,P1,Criminal Defense | Sex Crimes,Tier-classification of incarcerated sex offenders ohio | orc 2950.032 | sex offense ohio | sex offender registration ohio
2950.033,2950-033,Continuing duty to comply with terminated provisions,ORC 2950.033: Continuing duty to comply with terminated provisions,continuing-duty-to-comply-with-terminated-provisions-orc-2950-033,https://codes.ohio.gov/ohio-revised-code/section-2950.033,P1,Criminal Defense | Sex Crimes,Continuing duty to comply with terminated provisions ohio | orc 2950.033 | sex offense ohio | sex offender registration ohio | dui
2950.034,2950-034,"Prohibiting offender from establishing residence near school, child care facility","ORC 2950.034: Prohibiting offender from establishing residence near school, child care facility",prohibiting-offender-from-establishing-residence-near-school-child-care-facility-orc-2950-034,https://codes.ohio.gov/ohio-revised-code/section-2950.034,P1,Criminal Defense | Sex Crimes,"Prohibiting offender from establishing residence near school, child care facility ohio | orc 2950.034 | sex offense ohio | sex offender registration ohio"
2950.035,2950-035,Unlawful work with or supervision of minors,ORC 2950.035: Unlawful work with or supervision of minors,unlawful-work-with-or-supervision-of-minors-orc-2950-035,https://codes.ohio.gov/ohio-revised-code/section-2950.035,P1,Criminal Defense | Sex Crimes,Unlawful work with or supervision of minors ohio | orc 2950.035 | sex offense ohio | sex offender registration ohio
2950.04,2950-04,Duty to register - form,ORC 2950.04: Duty to register - form,duty-to-register-form-orc-2950-04,https://codes.ohio.gov/ohio-revised-code/section-2950.04,P1,Criminal Defense | Sex Crimes,Duty to register - form ohio | orc 2950.04 | sex offense ohio | sex offender registration ohio
2950.041,2950-041,Personal registration with sheriff,ORC 2950.041: Personal registration with sheriff,personal-registration-with-sheriff-orc-2950-041,https://codes.ohio.gov/ohio-revised-code/section-2950.041,P1,Criminal Defense | Sex Crimes,Personal registration with sheriff ohio | orc 2950.041 | sex offense ohio | sex offender registration ohio
2950.042,2950-042,Notice of release; verifying registration following release; rules,ORC 2950.042: Notice of release; verifying registration following release; rules,notice-of-release-verifying-registration-following-release-rules-orc-2950-042,https://codes.ohio.gov/ohio-revised-code/section-2950.042,P1,Criminal Defense | Sex Crimes,Notice of release; verifying registration following release; rules ohio | orc 2950.042 | sex offense ohio | sex offender registration ohio
2950.043,2950-043,Notification of attorney general of delayed registration,ORC 2950.043: Notification of attorney general of delayed registration,notification-of-attorney-general-of-delayed-registration-orc-2950-043,https://codes.ohio.gov/ohio-revised-code/section-2950.043,P1,Criminal Defense | Sex Crimes,Notification of attorney general of delayed registration ohio | orc 2950.043 | sex offense ohio | sex offender registration ohio
2950.05,2950-05,Notice of residence address change,ORC 2950.05: Notice of residence address change,notice-of-residence-address-change-orc-2950-05,https://codes.ohio.gov/ohio-revised-code/section-2950.05,P1,Criminal Defense | Sex Crimes,Notice of residence address change ohio | orc 2950.05 | sex offense ohio | sex offender registration ohio
2950.06,2950-06,Periodic verification of current residence address,ORC 2950.06: Periodic verification of current residence address,periodic-verification-of-current-residence-address-orc-2950-06,https://codes.ohio.gov/ohio-revised-code/section-2950.06,P1,Criminal Defense | Sex Crimes,Periodic verification of current residence address ohio | orc 2950.06 | sex offense ohio | sex offender registration ohio
2950.07,2950-07,Commencement date for duty to register,ORC 2950.07: Commencement date for duty to register,commencement-date-for-duty-to-register-orc-2950-07,https://codes.ohio.gov/ohio-revised-code/section-2950.07,P1,Criminal Defense | Sex Crimes,Commencement date for duty to register ohio | orc 2950.07 | sex offense ohio | sex offender registration ohio
2950.08,2950-08,Authorized inspection of information and records in possession of bureau of criminal identification and investigation,ORC 2950.08: Authorized inspection of information and records in possession of bureau of criminal identification and investigation,authorized-inspection-of-information-and-records-in-possession-of-bureau-of-criminal-identification-and-investigation-orc-2950-08,https://codes.ohio.gov/ohio-revised-code/section-2950.08,P1,Criminal Defense | Sex Crimes,Authorized inspection of information and records in possession of bureau of criminal identification and investigation ohio | orc 2950.08 | sex offense ohio | sex offender registration ohio
2950.081,2950-081,Public inspection of information and records in possession of sheriff,ORC 2950.081: Public inspection of information and records in possession of sheriff,public-inspection-of-information-and-records-in-possession-of-sheriff-orc-2950-081,https://codes.ohio.gov/ohio-revised-code/section-2950.081,P1,Criminal Defense | Sex Crimes,Public inspection of information and records in possession of sheriff ohio | orc 2950.081 | sex offense ohio | sex offender registration ohio
2950.10,2950-10,Notifying victim of sexually oriented offense of registration,ORC 2950.10: Notifying victim of sexually oriented offense of registration,notifying-victim-of-sexually-oriented-offense-of-registration-orc-2950-10,https://codes.ohio.gov/ohio-revised-code/section-2950.10,P1,Criminal Defense | Sex Crimes,Notifying victim of sexually oriented offense of registration ohio | orc 2950.10 | sex offense ohio | sex offender registration ohio
2950.11,2950-11,Notice of identity and location of offender in specified geographical notification area,ORC 2950.11: Notice of identity and location of offender in specified geographical notification area,notice-of-identity-and-location-of-offender-in-specified-geographical-notification-area-orc-2950-11,https://codes.ohio.gov/ohio-revised-code/section-2950.11,P1,Criminal Defense | Sex Crimes,Notice of identity and location of offender in specified geographical notification area ohio | orc 2950.11 | sex offense ohio | sex offender registration ohio
2950.111,2950-111,Notification of change or verification of residence address,ORC 2950.111: Notification of change or verification of residence address,notification-of-change-or-verification-of-residence-address-orc-2950-111,https://codes.ohio.gov/ohio-revised-code/section-2950.111,P1,Criminal Defense | Sex Crimes,Notification of change or verification of residence address ohio | orc 2950.111 | sex offense ohio | sex offender registration ohio
2950.12,2950-12,Immunity from liability in a civil action to recover damages for injury,ORC 2950.12: Immunity from liability in a civil action to recover damages for injury,immunity-from-liability-in-a-civil-action-to-recover-damages-for-injury-orc-2950-12,https://codes.ohio.gov/ohio-revised-code/section-2950.12,P1,Criminal Defense | Sex Crimes,Immunity from liability in a civil action to recover damages for injury ohio | orc 2950.12 | sex offense ohio | sex offender registration ohio
2950.13,2950-13,State registry of sex offenders - duties of attorney general,ORC 2950.13: State registry of sex offenders - duties of attorney general,state-registry-of-sex-offenders-duties-of-attorney-general-orc-2950-13,https://codes.ohio.gov/ohio-revised-code/section-2950.13,P1,Criminal Defense | Sex Crimes,State registry of sex offenders - duties of attorney general ohio | orc 2950.13 | sex offense ohio | sex offender registration ohio
2950.131,2950-131,Database link to current information on offenders,ORC 2950.131: Database link to current information on offenders,database-link-to-current-information-on-offenders-orc-2950-131,https://codes.ohio.gov/ohio-revised-code/section-2950.131,P1,Criminal Defense | Sex Crimes,Database link to current information on offenders ohio | orc 2950.131 | sex offense ohio | sex offender registration ohio
2950.132,2950-132,Conformity of Ohio sex registration laws to federal laws,ORC 2950.132: Conformity of Ohio sex registration laws to federal laws,conformity-of-ohio-sex-registration-laws-to-federal-laws-orc-2950-132,https://codes.ohio.gov/ohio-revised-code/section-2950.132,P1,Criminal Defense | Sex Crimes,Conformity of Ohio sex registration laws to federal laws ohio | orc 2950.132 | sex offense ohio | sex offender registration ohio
2950.14,2950-14,Department of rehabilitation and correction to provide information prior to release,ORC 2950.14: Department of rehabilitation and correction to provide information prior to release,department-of-rehabilitation-and-correction-to-provide-information-prior-to-release-orc-2950-14,https://codes.ohio.gov/ohio-revised-code/section-2950.14,P1,Criminal Defense | Sex Crimes,Department of rehabilitation and correction to provide information prior to release ohio | orc 2950.14 | sex offense ohio | sex offender registration ohio | dui
2950.15,2950-15,Termination of duty to comply with sex registration laws,ORC 2950.15: Termination of duty to comply with sex registration laws,termination-of-duty-to-comply-with-sex-registration-laws-orc-2950-15,https://codes.ohio.gov/ohio-revised-code/section-2950.15,P1,Criminal Defense | Sex Crimes,Termination of duty to comply with sex registration laws ohio | orc 2950.15 | sex offense ohio | sex offender registration ohio
2950.151,2950-151,"Review of eligible offender's continued compliance with R.C. 2950.04, 2950.05, and 2950.06","ORC 2950.151: Review of eligible offender's continued compliance with R.C. 2950.04, 2950.05, and 2950.06",review-of-eligible-offender-s-continued-compliance-with-r-c-2950-04-2950-05-and-2950-06-orc-2950-151,https://codes.ohio.gov/ohio-revised-code/section-2950.151,P1,Criminal Defense | Sex Crimes,"Review of eligible offender's continued compliance with R.C. 2950.04, 2950.05, and 2950.06 ohio | orc 2950.151 | sex offense ohio | sex offender registration ohio"
2950.16,2950-16,Certification of sex offender treatment programs,ORC 2950.16: Certification of sex offender treatment programs,certification-of-sex-offender-treatment-programs-orc-2950-16,https://codes.ohio.gov/ohio-revised-code/section-2950.16,P1,Criminal Defense | Sex Crimes,Certification of sex offender treatment programs ohio | orc 2950.16 | sex offense ohio | sex offender registration ohio
2950.17,2950-17,Possession of photograph of minor child during confinement,ORC 2950.17: Possession of photograph of minor child during confinement,possession-of-photograph-of-minor-child-during-confinement-orc-2950-17,https://codes.ohio.gov/ohio-revised-code/section-2950.17,P1,Criminal Defense | Sex Crimes,Possession of photograph of minor child during confinement ohio | orc 2950.17 | sex offense ohio | sex offender registration ohio
2950.99,2950-99,Penalty,ORC 2950.99: Penalty,penalty-orc-2950-99,https://codes.ohio.gov/ohio-revised-code/section-2950.99,P1,Criminal Defense | Sex Crimes,Penalty ohio | orc 2950.99 | sex offense ohio | sex offender registration ohio
2951.01,2951-01,Probation definitions,ORC 2951.01: Probation definitions,probation-definitions-orc-2951-01,https://codes.ohio.gov/ohio-revised-code/section-2951.01,P2,Criminal Defense,Probation definitions ohio | orc 2951.01
2951.011,2951-011,Application of chapter before and after 7-1-96,ORC 2951.011: Application of chapter before and after 7-1-96,application-of-chapter-before-and-after-7-1-96-orc-2951-011,https://codes.ohio.gov/ohio-revised-code/section-2951.011,P2,Criminal Defense,Application of chapter before and after 7-1-96 ohio | orc 2951.011
